	AgI	Transcript.Cluster.ID
13387582	At1g75150	13387582
13387596	At1g75180	13387596
13387604	At1g75200	13387604
13387615	At1g75220	13387615
13387628	At1g75250	13387628
13387633	At1g75270	13387633
13387639	AMBIgUOUS	13387639
13387648	At1g75330	13387648
13387656	At1g75340	13387656
13387671	At1g75370	13387671
13387687	At1g75380	13387687
13387698	At1g75410	13387698
13387707	At1g75430	13387707
13387713	At1g75450	13387713
13387722	At1g75500	13387722
13387733	At1g75510	13387733
13387741	At1g75520	13387741
13387746	At1g75550	13387746
13387748	At1g75560	13387748
13387756	AMBIgUOUS	13387756
13387758	At1g75590	13387758
13387762	At1g75620	13387762
13387765	At1g75640	13387765
13387768	At1g75670	13387768
13387778	At1g75680	13387778
13387787	At1g75690	13387787
13387794	At1g75720	13387794
13387799	At1g75730	13387799
13387816	At1g75750	13387816
13387824	At1g75760	13387824
13387833	At1g75780	13387833
13387839	At1g75790	13387839
13387850	At1g75820	13387850
13387855	At1g75850	13387855
13387879	At1g75860	13387879
13387885	At1g75891	13387885
13387889	AMBIgUOUS	13387889
13387891	At1g75980	13387891
13387900	At1g75990	13387900
13387909	At1g76010	13387909
13387919	At1g76020	13387919
13387925	AMBIgUOUS	13387925
13387928	ath-MIR835	13387928
13387934	At1g76080	13387934
13387939	At1g76090	13387939
13387943	At1g76100	13387943
13387946	At1g76110	13387946
13387955	At1g76120	13387955
13387962	At1g76150	13387962
13387975	At1g76160	13387975
13387986	At1g76170	13387986
13387995	At1g76180	13387995
13388003	At1g76210	13388003
13388007	At1g76220	13388007
13388009	At1g76230	13388009
13388013	At1g76240	13388013
13388016	At1g76250	13388016
13388021	At1g76270	13388021
13388032	AMBIgUOUS	13388032
13388050	At1g76290	13388050
13388055	At1g76310	13388055
13388067	At1g76340	13388067
13388072	At1g76360	13388072
13388081	At1g76370	13388081
13388090	At1g76380	13388090
13388100	AMBIgUOUS	13388100
13388113	At1g76420	13388113
13388118	At1g76430	13388118
13388123	At1g76440	13388123
13388129	At1g76460	13388129
13388139	At1g76470	13388139
13388148	At1g76480	13388148
13388156	At1g76510	13388156
13388172	At1g76540	13388172
13388183	At1g76550	13388183
13388198	At1g76640	13388198
13388200	At1g76650	13388200
13388206	At1g76660	13388206
13388211	At1g76670	13388211
13388219	At1g76700	13388219
13388232	At1g76710	13388232
13388245	At1g76720	13388245
13388254	At1g76730	13388254
13388263	At1g76760	13388263
13388270	At1g76790	13388270
13388275	At1g76810	13388275
13388289	At1g76840	13388289
13388293	At1g76860	13388293
13388299	At1g76880	13388299
13388301	At1g76890	13388301
13388306	At1g76930	13388306
13388312	At1g76940	13388312
13388322	At1g76952	13388322
13388326	At1g76954	13388326
13388329	At1g76955	13388329
13388333	At1g76960	13388333
13388338	At1g76965	13388338
13388340	At1g76970	13388340
13388351	At1g76980	13388351
13388358	At1g77020	13388358
13388370	At1g77030	13388370
13388372	At1g77030	13388372
13388386	At1g77060	13388386
13388394	At1g77090	13388394
13388402	At1g77100	13388402
13388407	At1g77122	13388407
13388414	At1g77130	13388414
13388420	At1g77145	13388420
13388426	At1g77150	13388426
13388429	At1g77160	13388429
13388435	At1g77170	13388435
13388438	At1g77180	13388438
13388446	AMBIgUOUS	13388446
13388448	At1g77200	13388448
13388450	At1g77210	13388450
13388459	AMBIgUOUS	13388459
13388462	At1g77250	13388462
13388470	At1g77260	13388470
13388482	At1g77280	13388482
13388494	At1g77300	13388494
13388515	At1g77330	13388515
13388522	At1g77340	13388522
13388525	At1g77360	13388525
13388527	At1g77380	13388527
13388537	At1g77390	13388537
13388548	At1g77410	13388548
13388570	At1g77470	13388570
13388582	At1g77480	13388582
13388595	At1g77525	13388595
13388600	At1g77540	13388600
13388605	At1g77550	13388605
13388623	At1g77030	13388623
13388625	At1g77580	13388625
13388638	At1g77590	13388638
13388653	At1g77600	13388653
13388686	At1g77620	13388686
13388704	At1g77655	13388704
13388708	At1g77660	13388708
13388714	At1g77670	13388714
13388719	At1g77680	13388719
13388729	At1g77682	13388729
13388733	At1g77690	13388733
13388742	At1g77750	13388742
13388748	At1g77760	13388748
13388755	AMBIgUOUS	13388755
13388761	At1g77780	13388761
13388764	At1g77790	13388764
13388767	At1g77810	13388767
13388781	At1g77815	13388781
13388783	At1g77830	13388783
13388786	At1g77855	13388786
13388791	At1g77860	13388791
13388797	At1g77880	13388797
13388802	AMBIgUOUS	13388802
13388806	At1g77940	13388806
13388813	AMBIgUOUS	13388813
13388828	At1g77980	13388828
13388837	At1g77990	13388837
13388852	AMBIgUOUS	13388852
13388860	At1g78120	13388860
13388867	AMBIgUOUS	13388867
13388878	At1g78190	13388878
13388880	At1g78210	13388880
13388886	At1g78220	13388886
13388892	At1g78240	13388892
13388906	AMBIgUOUS	13388906
13388908	At1g78270	13388908
13388913	At1g78290	13388913
13388923	At1g78310	13388923
13388927	At1g78320	13388927
13388931	At1g78340	13388931
13388936	At1g78360	13388936
13388939	At1g78370	13388939
13388944	At1g78380	13388944
13388949	At1g78390	13388949
13388951	At1g78400	13388951
13388955	At1g78440	13388955
13388961	At1g78450	13388961
13388965	At1g78460	13388965
13388970	At1g78480	13388970
13388974	At1g78510	13388974
13388984	At1g78520	13388984
13388989	At1g78530	13388989
13388996	At1g78540	13388996
13389010	At1g78550	13389010
13389017	At1g78560	13389017
13389027	At1g78580	13389027
13389046	At1g78610	13389046
13389053	At1g78620	13389053
13389062	At1g78640	13389062
13389066	At1g78730	13389066
13389072	At1g78740	13389072
13389076	At1g78750	13389076
13389080	At1g78760	13389080
13389084	At1g78780	13389084
13389093	At1g78790	13389093
13389102	At1g78800	13389102
13389113	At1g78810	13389113
13389121	At1g78815	13389121
13389125	At1g78820	13389125
13389129	At1g78830	13389129
13389133	At1g78840	13389133
13389138	At1g78850	13389138
13389141	At1g78860	13389141
13389143	At1g78865	13389143
13389146	AMBIgUOUS	13389146
13389156	At1g78895	13389156
13389163	AMBIgUOUS	13389163
13389185	At1g78922	13389185
13389190	At1g78930	13389190
13389200	At1g78940	13389200
13389216	At1g78950	13389216
13389233	At1g78955	13389233
13389249	At1g78980	13389249
13389267	At1g78990	13389267
13389270	At1g78995	13389270
13389276	At1g79000	13389276
13389295	At1g79010	13389295
13389304	At1g79020	13389304
13389317	At1g79030	13389317
13389328	At1g79050	13389328
13389343	At1g79070	13389343
13389348	At1g79080	13389348
13389352	At1g79090	13389352
13389364	At1g79120	13389364
13389370	At1g79150	13389370
13389386	At1g79160	13389386
13389391	At1g79210	13389391
13389405	At1g79250	13389405
13389412	At1g79280	13389412
13389461	At1g79350	13389461
13389492	At1g79360	13389492
13389496	At1g79390	13389496
13389500	At1g79410	13389500
13389504	At1g79430	13389504
13389514	At1g79440	13389514
13389536	At1g79470	13389536
13389545	At1g79480	13389545
13389550	At1g79510	13389550
13389555	At1g79520	13389555
13389565	At1g79530	13389565
13389580	At1g79540	13389580
13389583	At1g79550	13389583
13389593	At1g79570	13389593
13389605	At1g79580	13389605
13389615	At1g79600	13389615
13389622	At1g79610	13389622
13389642	At1g79620	13389642
13389664	At1g79630	13389664
13389676	At1g79640	13389676
13389698	At1g79650	13389698
13389713	At1g79670	13389713
13389720	At1g79680	13389720
13389725	At1g79700	13389725
13389735	AMBIgUOUS	13389735
13389740	At1g79730	13389740
13389755	At1g79740	13389755
13389760	At1g79750	13389760
13389780	AMBIgUOUS	13389780
13389793	At1g79820	13389793
13389812	At1g79830	13389812
13389836	At1g79850	13389836
13389840	At1g79860	13389840
13389848	At1g79880	13389848
13389864	At1g79900	13389864
13389869	At1g79920	13389869
13389879	At1g79930	13389879
13389891	At1g79960	13389891
13389893	AMBIgUOUS	13389893
13389895	At1g80030	13389895
13389914	At1g80040	13389914
13389924	At1g80050	13389924
13389933	At1g80060	13389933
13389941	At1g80080	13389941
13389944	At1g80130	13389944
13389950	At1g80133	13389950
13389954	At1g80170	13389954
13389964	At1g80180	13389964
13389968	At1g80210	13389968
13389978	At1g80230	13389978
13389987	At1g80240	13389987
13389993	AMBIgUOUS	13389993
13389995	At1g80280	13389995
13390003	AMBIgUOUS	13390003
13390011	At1g80340	13390011
13390014	At1g80350	13390014
13390024	At1g80360	13390024
13390036	At1g80390	13390036
13390041	AMBIgUOUS	13390041
13390071	At1g80420	13390071
13390087	At1g80450	13390087
13390091	At1g80460	13390091
13390101	At1g80480	13390101
13390112	At1g80490	13390112
13390137	At1g80530	13390137
13390143	At1g80540	13390143
13390154	At1g80550	13390154
13390157	At1g80590	13390157
13390161	At1g80600	13390161
13390167	At1g80610	13390167
13390175	At1g80630	13390175
13390179	At1g80660	13390179
13390195	At1g80670	13390195
13390209	At1g80690	13390209
13390215	At1g80710	13390215
13390220	At1g80730	13390220
13390224	At1g80760	13390224
13390232	At1g80830	13390232
13390246	At1g80850	13390246
13390254	At1g80860	13390254
13390261	At1g80880	13390261
13390264	At1g80900	13390264
13390271	At1g80920	13390271
13390277	At1g80930	13390277
13390287	At1g80950	13390287
13390298	At1g80980	13390298
13390305	At2g01008	13390305
13390309	UNIDENtIFIED	13390309
13390311	AMBIgUOUS	13390311
13390313	At2g01070	13390313
13390322	At2g01080	13390322
13390327	At2g01090	13390327
13390334	At2g01100	13390334
13390343	At2g01120	13390343
13390362	At2g01150	13390362
13390365	At1g77030	13390365
13390367	At2g01190	13390367
13390372	At2g01200	13390372
13390379	At2g01220	13390379
13390395	At2g01270	13390395
13390408	At2g01280	13390408
13390425	At2g01340	13390425
13390431	At2g01360	13390431
13390433	At2g01390	13390433
13390436	AMBIgUOUS	13390436
13390441	AMBIgUOUS	13390441
13390445	At2g01460	13390445
13390469	At2g01480	13390469
13390481	At2g01490	13390481
13390493	At2g01520	13390493
13390498	At2g01530	13390498
13390502	At2g01554	13390502
13390506	At2g01590	13390506
13390512	At2g01600	13390512
13390527	At2g01620	13390527
13390533	At2g01640	13390533
13390542	At2g01667	13390542
13390544	At2g01680	13390544
13390550	At2g01710	13390550
13390554	At2g01730	13390554
13390570	At2g01735	13390570
13390578	At2g01750	13390578
13390591	At2g01760	13390591
13390599	At2g01810	13390599
13390604	At2g01850	13390604
13390611	AMBIgUOUS	13390611
13390615	At2g01900	13390615
13390625	At2g01905	13390625
13390636	At2g01910	13390636
13390651	At2g01920	13390651
13390653	At2g01940	13390653
13390661	At2g01960	13390661
13390665	At2g01980	13390665
13390690	At2g02020	13390690
13390700	At2g02026	13390700
13390702	At2g02030	13390702
13390705	At2g02040	13390705
13390712	At2g02050	13390712
13390717	At2g02060	13390717
13390725	At2g02061	13390725
13390730	At2g02070	13390730
13390736	At2g02090	13390736
13390750	At2g02100	13390750
13390755	At2g02120	13390755
13390760	At2g02130	13390760
13390765	At2g02140	13390765
13390770	At2g02147	13390770
13390773	At2g02180	13390773
13390784	At2g02290	13390784
13390786	At2g02370	13390786
13390794	At2g02380	13390794
13390806	At2g02390	13390806
13390817	At2g02410	13390817
13390831	At2g02440	13390831
13390835	At2g02450	13390835
13390842	At2g02470	13390842
13390852	At2g02480	13390852
13390862	At2g02490	13390862
13390866	At2g02498	13390866
13390869	At2g02510	13390869
13390872	At2g02515	13390872
13390875	At2g02540	13390875
13390879	At2g02550	13390879
13390883	At2g02560	13390883
13390912	At2g02580	13390912
13390918	At2g02590	13390918
13390923	At2g02610	13390923
13390926	At2g02620	13390926
13390930	At2g02630	13390930
13390934	At2g02640	13390934
13390936	At2g02650	13390936
13390938	At2g02660	13390938
13390940	At2g02680	13390940
13390943	At2g02690	13390943
13390946	At2g02700	13390946
13390948	At2g02720	13390948
13390955	At2g02740	13390955
13390965	At2g02760	13390965
13390972	At2g02790	13390972
13390980	At2g02795	13390980
13390983	At2g02810	13390983
13390993	At2g02840	13390993
13390997	At2g02870	13390997
13391004	At2g02880	13391004
13391010	At2g02955	13391010
13391016	At2g02980	13391016
13391020	At2g02990	13391020
13391027	At2g03000	13391027
13391030	At2g03010	13391030
13391036	At2g03030	13391036
13391040	At2g03060	13391040
13391051	At2g03070	13391051
13391067	At2g03110	13391067
13391074	At2g03120	13391074
13391088	At2g03130	13391088
13391090	At2g03140	13391090
13391110	At2g03150	13391110
13391131	At2g03160	13391131
13391133	At2g03170	13391133
13391135	At2g03180	13391135
13391137	At2g03190	13391137
13391140	At2g03230	13391140
13391142	At2g03270	13391142
13391146	At2g03290	13391146
13391151	At2g03320	13391151
13391154	At2g03330	13391154
13391158	At2g03380	13391158
13391160	AMBIgUOUS	13391160
13391164	ath-MIR398a	13391164
13391166	At2g03450	13391166
13391171	At2g03480	13391171
13391187	At2g03500	13391187
13391194	At2g03505	13391194
13391201	At2g03510	13391201
13391213	At2g03520	13391213
13391221	At2g03530	13391221
13391231	At2g03550	13391231
13391235	At2g03560	13391235
13391239	At2g03565	13391239
13391242	At2g03580	13391242
13391247	At2g03590	13391247
13391255	At2g03600	13391255
13391267	At2g03610	13391267
13391271	At2g03630	13391271
13391276	At2g03667	13391276
13391293	At2g03670	13391293
13391308	AMBIgUOUS	13391308
13391314	At2g03710	13391314
13391328	At2g03720	13391328
13391334	At2g36145	13391334
13391336	At2g03800	13391336
13391347	At2g03810	13391347
13391356	At2g03822	13391356
13391358	At2g03830	13391358
13391365	At2g03840	13391365
13391368	At2g03850	13391368
13391373	At2g03870	13391373
13391382	At2g03880	13391382
13391385	At2g03890	13391385
13391392	At2g03913	13391392
13391395	At2g03932	13391395
13391397	At2g03931	13391397
13391400	At2g03938	13391400
13391402	At2g03933	13391402
13391405	At2g03936	13391405
13391408	At2g03937	13391408
13391413	At2g03955	13391413
13391416	At2g03980	13391416
13391424	At2g04020	13391424
13391429	At2g04030	13391429
13391449	At2g04032	13391449
13391455	At2g04034	13391455
13391458	At2g04045	13391458
13391462	At2g04046	13391462
13391465	At2g04038	13391465
13391467	At2g04039	13391467
13391476	At2g04115	13391476
13391479	At2g04220	13391479
13391482	At2g04235	13391482
13391498	AMBIgUOUS	13391498
13391522	At2g04300	13391522
13391538	At2g04340	13391538
13391544	At2g04350	13391544
13391558	AMBIgUOUS	13391558
13391563	At2g04390	13391563
13391567	At2g04400	13391567
13391578	At2g04420	13391578
13391581	At2g04430	13391581
13391591	At2g04440	13391591
13391597	At2g04450	13391597
13391608	At2g04495	13391608
13391611	At2g04500	13391611
13391615	At2g04515	13391615
13391619	At2g04530	13391619
13391630	At2g04550	13391630
13391639	At2g04570	13391639
13391645	At2g04660	13391645
13391664	At2g04680	13391664
13391667	At2g04690	13391667
13391675	At2g04700	13391675
13391684	At2g04740	13391684
13391691	At2g04780	13391691
13391697	At2g04790	13391697
13391704	At2g04795	13391704
13391708	At2g04810	13391708
13391710	At2g04830	13391710
13391714	At2g04840	13391714
13391717	At2g04850	13391717
13391721	At2g04865	13391721
13391729	At2g04880	13391729
13391738	AMBIgUOUS	13391738
13391745	At2g04920	13391745
13391747	At2g05050	13391747
13391751	At2g05060	13391751
13391753	At2g05140	13391753
13391759	At2g05170	13391759
13391767	At2g05180	13391767
13391770	AMBIgUOUS	13391770
13391777	At2g05210	13391777
13391789	At2g05260	13391789
13391797	At2g05320	13391797
13391800	At2g05335	13391800
13391803	At2g05350	13391803
13391813	At2g05380	13391813
13391819	At2g05400	13391819
13391828	At2g05410	13391828
13391834	At2g05420	13391834
13391839	At2g05430	13391839
13391844	At2g05440	13391844
13391850	At2g05510	13391850
13391858	UNIDENtIFIED	13391858
13391862	At2g05520	13391862
13391867	At2g05530	13391867
13391872	At2g05540	13391872
13391877	At2g05580	13391877
13391882	At2g05590	13391882
13391894	At2g05600	13391894
13391897	At2g05635	13391897
13391902	At2g05710	13391902
13391924	At2g05720	13391924
13391927	AMBIgUOUS	13391927
13391939	At2g05760	13391939
13391953	At2g05790	13391953
13391958	At2g05810	13391958
13391960	At2g05830	13391960
13391975	At2g05840	13391975
13391986	At2g05900	13391986
13391988	At2g05915	13391988
13391991	At2g05990	13391991
13392006	At2g05995	13392006
13392009	At2g06002	13392009
13392011	At2g06005	13392011
13392028	At2g06010	13392028
13392034	At2g06020	13392034
13392040	At2g06025	13392040
13392052	At2g06095	13392052
13392057	At2g06166	13392057
13392060	At2g06200	13392060
13392066	At2g06255	13392066
13392070	At2g06420	13392070
13392075	At2g06510	13392075
13392082	At2g06562	13392082
13392085	At2g06845	13392085
